x,y,class
-0.0016855,-0.0010197,2
-0.0025191,-0.00089526,2
-0.00188,-0.00020883,2
-0.0023606,0.00021172,2
-0.0019103,-0.00099677,2
-0.0016763,-0.00073992,2
-0.0023106,0.0009073,2
-0.0018376,-0.00067682,2
-0.0018017,-0.0012002,2
-0.0028419,-0.0013944,2
-0.0027628,-0.0010126,2
-0.0021672,0.000672,2
-0.0024359,-0.00095916,2
-0.0013689,-0.0011514,2
-0.0017463,-0.0010568,2
-0.0024345,-0.00016569,2
-0.0021007,-0.0011263,2
-0.0023432,-0.0016591,2
-0.0017004,-0.0016825,2
-0.0019653,0.00053071,2
-0.0018246,-0.00040116,2
-0.0014318,-0.00063151,2
-0.0028438,-0.0015473,2
-0.0016137,-0.00064778,2
-0.0016565,-0.00085235,2
-0.0022183,-0.00019912,2
-0.0024155,-0.00050345,2
-0.0029846,-0.00055745,2
-0.0021169,-0.00049291,2
-0.0022507,0.00062169,2
-0.0012725,0.00018616,2
-0.00087793,-0.00069639,2
-0.0024434,-4.74E-05,2
4.36E-05,-0.0012473,2
-0.00031882,-0.00021192,2
-0.0023985,-0.0014884,2
-0.0027802,-0.0014537,2
-0.0011359,-0.00091177,2
-7.45E-05,-0.0014805,2
-0.0026265,-0.0010904,2
-0.0024366,-0.0014328,2
-0.0017834,-0.000241,2
-0.0019827,-0.0003755,2
-0.0018209,-0.00068998,2
-0.002667,-0.0015888,2
-0.0028285,-0.001377,2
-0.002014,-0.0010415,2
-0.0021695,-0.00084792,2
-0.0018164,-0.0007745,2
-0.0026662,-0.0013299,2
-0.0023488,-0.0011842,2
-0.0015443,-0.0011443,2
-0.0022346,-0.0002067,2
-0.0014369,-0.00040371,2
-0.0021914,-0.0012724,2
-0.0013354,0.00071062,2
-0.002387,-0.00061474,2
-0.0010393,0.00021773,2
-0.0012217,0.00022536,2
-0.00095,-0.001415,2
-0.0022563,0.00053521,2
-0.0020545,0.0002379,2
-0.0026046,-0.0011727,2
-0.002075,-0.0021422,2
-0.0026921,-0.0010399,2
-0.0015724,8.25E-05,2
-0.0018964,-0.00034291,2
-0.0010471,-0.0011032,2
-0.0026273,-0.0011655,2
-0.0016454,-0.00043328,2
-0.0016224,-0.00045598,2
-0.0016191,-0.0005969,2
-0.0019249,-0.00033811,2
-0.0024219,-0.0022243,2
-0.0024481,-0.0013726,2
-0.00084578,-0.00023357,2
-0.0020413,-0.00013857,2
-0.00095173,-0.0011558,2
-0.0019328,0.00098219,2
-0.0028228,-0.0011774,2
-0.0019124,-5.12E-05,2
-0.0018869,0.001024,2
-0.0018545,0.00014461,2
-0.0012952,-0.00050026,2
-0.0021296,-0.0015704,2
-0.0027551,-0.0014371,2
-0.0022369,-0.00052956,2
-0.0026273,-0.0015481,2
-0.0012464,-0.0017146,2
-0.0017185,-0.00042759,2
-0.0015395,-0.0013223,2
-0.00074606,0.00087044,2
-0.0023356,0.00086761,2
-0.0024186,-0.00028186,2
-0.0027154,-0.00032284,2
-0.0017961,-0.0008724,2
-0.0017718,-0.00034307,2
-0.0017737,-0.00088362,2
-0.0019081,-0.0011384,2
-0.0012451,-0.00027236,2
-0.0023802,-0.0015314,2
-0.002113,-0.0007756,2
-0.0013207,0.00034515,2
-0.0002838,-0.00085567,2
-0.00089827,-0.00020281,2
-0.0015393,-0.0012249,2
-0.0013981,-0.001399,2
-0.0013755,-0.00028798,2
-0.00095384,-0.0011668,2
-0.001937,2.66E-06,2
-0.0001355,-0.00021226,2
-0.0021365,-8.18E-05,2
-0.0019532,1.46E-05,2
-0.0027251,-0.0009402,2
-0.002612,-0.0018238,2
-0.002662,-0.0013034,2
-0.0025981,-0.0012168,2
-0.0026594,-0.0012914,2
-0.0014172,-0.0011865,2
-0.00095111,-0.0013729,2
-0.0027971,-0.0014594,2
-0.0030583,-0.0011686,2
-0.0022609,-0.0013662,2
-0.0020496,-0.00072388,2
-0.0017522,0.0010602,2
-0.00264,-0.00097378,2
-0.0026484,-0.0014115,2
-0.0026512,-0.00094413,2
-0.00128,-0.00035528,2
-0.001045,1.53E-05,2
-0.0019701,-0.00047083,2
-0.0015788,0.001265,2
-0.0017799,0.0014811,2
-0.0020137,-0.0010006,2
-0.00020734,-0.00080985,2
-0.00096951,-0.00042633,2
-0.0019057,-0.0011773,2
-0.0014376,-0.0011032,2
-0.002752,-0.00054959,2
-0.0026833,-0.00035379,2
-0.0019769,-0.00019872,2
-0.0014762,0.00041408,2
-0.0015381,-0.00088786,2
-0.00086849,-0.00014275,2
-0.0018886,0.00060683,2
-0.0021434,-0.0014591,2
-0.0010147,-0.0012125,2
-2.26E-05,-0.0013261,2
-0.0019063,-0.00094085,2
-0.0016159,-0.002027,2
-0.001473,-0.0011403,2
-0.0018625,-0.0004725,2
-0.0017211,-0.0013355,2
-0.0017896,-0.0012605,2
-0.0024087,-0.0013118,2
-0.0014046,-0.00054662,2
-0.0020464,-0.0003499,2
-0.00069492,-0.00038153,2
0.00021495,-0.00028596,2
-0.0012531,-0.00062974,2
-0.0015647,-0.0015342,2
-0.0014787,-0.0012432,2
-0.0019171,-0.00025038,2
-0.0016742,-0.00038682,2
-0.0023978,-0.00078205,2
-0.0026665,-0.00040899,2
-0.0010032,-0.0012963,2
-0.0010044,0.00084969,2
-0.0017257,-0.0010905,2
-0.0020698,-0.00099308,2
-0.0024673,-0.0011885,2
-0.0022247,-0.001167,2
-0.0012386,-0.00098301,2
-0.0014399,0.0001543,2
-0.0017115,-0.00085342,2
-0.0023427,-0.00015005,2
-0.0014483,-0.0013097,2
-0.0016578,0.00077057,2
-0.0016751,0.00018524,2
0.00012306,-0.00010488,2
-0.002328,-0.00044392,2
-0.0013824,0.00033776,2
-0.0025907,-0.0012664,2
-0.0026972,-0.0013398,2
-0.0012194,-0.00066039,2
-0.0010614,-0.00077829,2
-0.0022056,-0.0015828,2
-0.0016611,-0.00049397,2
-0.001744,0.00043966,2
-0.0011717,-0.0001586,2
-0.0023611,0.00047406,2
-0.0014228,0.00036821,2
-0.0018498,-0.00024883,2
-0.0024227,-0.0012594,2
-0.0015303,0.00059011,2
-0.0025242,-0.00065315,2
-0.0026961,-6.12E-06,2
-0.0018344,-0.00036868,2
-0.0019346,-0.0011914,2
-0.0008472,-0.00096594,2
-0.0016843,-0.00033438,2
-0.0026865,-0.0011967,2
-0.0019791,-0.0015588,2
-0.0017824,-0.00030269,2
-0.0026948,-0.00090199,2
-0.0022759,-0.00099931,2
-0.0026191,-0.0017436,2
-0.00047925,-0.00058266,2
-0.00096818,3.33E-05,2
-0.0006412,-0.001755,2
-0.0015765,-0.0007191,2
-0.0017085,-0.00050952,2
-0.0016537,-0.00058016,2
-0.0029761,-0.00076406,2
-0.001668,-0.0015076,2
-0.0026623,-0.0010651,2
-0.0010623,-1.15E-05,2
-0.0027203,-0.0011549,2
-0.00084991,3.70E-05,2
0.00022929,-9.80E-05,2
0.00024289,0.00066831,2
-0.0027355,-0.0017264,2
-0.0015691,1.00E-04,2
-0.002194,-0.00071945,2
-0.0010971,-0.00044428,2
-0.0014367,-0.0011043,2
-0.0028871,-0.0012154,2
-0.0018587,0.0010872,2
-0.0013098,-0.001311,2
-0.0026126,-0.0015614,2
-0.0023325,-0.0020095,2
-0.0016071,-0.0016524,2
-0.0022117,-0.0012751,2
-0.0022475,0.00058258,2
-0.0021819,-0.0012319,2
-0.0027297,-0.0015773,2
-0.0028493,-0.00081796,2
-0.0020208,-0.0012979,2
-0.0022028,-0.0015299,2
-0.0028989,-0.00111,2
-0.0015071,-0.0009317,2
-0.0012689,-0.00084339,2
-0.001174,-0.00095397,2
-0.0022959,-0.00026151,2
-0.0019053,-0.0007138,2
-0.0016704,-0.00068543,2
-0.00078789,0.00014465,2
-0.00091284,-0.00012234,2
-0.0023502,-0.0012574,2
-0.00204,-0.0020376,2
-0.0029436,-0.0016133,2
-0.0021991,-0.00060012,2
-0.0021355,-0.0013622,2
-0.0026123,0.00044603,2
-0.0019319,0.0011243,2
-0.0017616,0.0010899,2
-0.0022621,-3.41E-05,2
-0.0016446,-0.00060693,2
-0.0021528,-0.00010946,2
-0.0024183,7.34E-06,2
-0.0015403,-0.00047223,2
-0.0024156,0.00041299,2
-0.0018088,0.00033027,2
-0.0024268,-0.0012991,2
-0.0028766,-0.0017967,2
-0.0020735,-0.0017757,2
-0.0027982,-0.0017147,2
-0.0023579,-0.00045556,2
-0.0020423,-0.0012162,2
-0.00080968,-0.0004169,2
-0.00093895,-0.00036731,2
-0.0020928,-8.45E-05,2
-0.0018498,0.00011998,2
-0.0020054,-0.00056363,2
-0.0019621,-0.0010743,2
-0.0027185,-0.0012722,2
-0.0025532,-0.00068466,2
-0.0016738,4.24E-05,2
-0.0013625,-0.00016783,2
-0.0022542,-0.00075685,2
-0.0020941,-0.00093839,2
-0.0028208,-0.0013816,2
-0.0007243,-0.00058568,2
-0.0010883,-0.0013751,2
-0.00070505,-0.0011103,2
-0.0023168,1.11E-05,2
-0.00017552,0.00054212,2
-0.0025556,-0.0021024,2
-0.0014413,0.00062895,2
-0.00096007,0.0006743,2
-0.0014102,0.00072044,2
-0.00016428,-0.00033804,2
-0.00040805,-0.00010193,2
-0.0015285,-0.00096627,2
-0.0026494,-0.0014904,2
-0.00053334,-0.00046568,2
-0.0022028,-3.98E-05,2
-0.0022163,-0.0012859,2
-0.00242,0.00013437,2
-0.0011482,0.00057781,2
-0.0017089,-0.00131,2
-0.00083364,-1.61E-05,2
-0.0015815,-0.00072873,2
-0.0022309,-0.0013082,2
-0.0019558,-1.43E-05,2
-0.0016397,7.68E-05,2
-0.0015062,0.00063286,2
-0.00178,0.00093322,2
-0.0029427,-0.0011258,2
-0.0014348,-0.00036787,2
-0.00030198,-0.00090804,2
-0.0016355,-0.0010789,2
-0.001765,-0.00081928,2
-0.0017494,-0.00021117,2
-0.0022853,-0.0015777,2
-0.0020711,-0.0014561,2
-0.0028567,-0.00089756,2
-0.0019374,0.00030427,2
-0.00086578,-0.00036104,2
-0.0027183,-0.0011442,2
-0.00036518,-0.0012476,2
-0.0018709,-0.0019574,2
-0.0019616,-0.00094908,2
-0.0011027,-0.00061872,2
-0.0016777,-0.00060116,2
-0.0012841,-0.00048481,2
-0.0011376,-0.00024283,2
-0.0025205,-0.00086703,2
-0.0013004,0.00013062,2
-0.0016532,0.00023879,2
-0.0020162,-0.00072084,2
-0.0018239,-0.0011479,2
-0.0015253,-0.00088159,2
-0.0022496,-0.0017912,2
-0.0014213,-0.0016086,2
-0.0014762,-0.00080905,2
-0.0025999,-0.001935,2
-0.0019521,-0.0013409,2
-0.0024103,-0.0007268,2
-0.0016783,0.00053487,2
-0.0018538,-0.00067548,2
-0.0020227,-0.0018947,2
-0.00096656,-0.00069723,2
-0.0016926,-0.00071955,2
-0.0025304,-0.0006901,2
-0.0015763,0.00056068,2
-0.0013635,-0.00030365,2
-0.00053739,-0.0012864,2
-0.0010995,-0.00080881,2
0.00021989,-0.00029342,2
-0.003097,-0.00086668,2
-0.0025761,-0.0013332,2
-0.0025479,-0.0013957,2
-0.0016941,0.00030182,2
-0.0014833,-3.11E-05,2
-0.001705,-3.59E-05,2
-0.0011667,-0.0010035,2
-0.0017621,-0.00093423,2
-0.0014442,-0.00055452,2
-0.00058036,-9.83E-05,2
-0.0019007,-0.00034938,2
-0.0023169,-0.0012986,2
-0.0013023,0.001782,2
-0.0019854,-1.04E-05,2
-0.002332,-0.0010996,2
-0.0022435,-0.00055712,2
0.00019034,-0.0015451,2
0.00022051,-0.0018783,2
-0.0012753,-0.0014498,2
-0.0019932,-0.0012955,2
-0.0025399,-0.00083312,2
-0.0024487,-0.0013176,2
-0.0014324,-0.00082524,2
-0.0020614,-0.00085905,2
-0.0016499,-0.0018946,2
-0.0016895,-0.00050434,2
-0.0017793,-0.00040321,2
-0.0013496,-0.00014085,2
-0.0016304,-0.00068697,2
-0.0012605,-0.00061281,2
-0.0017648,-2.24E-05,2
-0.0013026,-0.00066812,2
-0.0016099,-0.00011042,2
-0.001687,-0.0011056,2
-0.0015618,0.00036343,2
-0.00094461,0.00041435,2
-0.0015838,0.00034181,2
-0.0014313,-0.0002786,2
-0.0017223,0.00050928,2
-0.0023211,-0.0017761,2
-0.0022106,-0.00037564,2
-0.00084744,-0.00143,2
-0.0020698,-0.00071887,2
-0.0014667,-0.00029482,2
-0.0021438,-0.00092819,2
-0.0012629,2.31E-05,2
-0.0020376,-0.0015425,2
-0.0015303,-0.0008504,2
-0.0011733,0.0001409,2
-0.0014828,-0.00073104,2
-0.0022191,-0.0018277,2
-0.0019698,-0.0010478,2
-0.0018423,-0.0017019,2
-0.002259,-0.0017579,2
-0.0026516,-0.0015642,2
-0.0018725,-0.0012526,2
-0.0019731,-0.00092159,2
-0.0023062,-0.0013295,2
-0.0022562,-0.00037414,2
-0.0027115,-0.00061414,2
-0.0020805,-0.00075001,2
-0.0020181,-0.0012005,2
-0.0017926,0.00088515,2
-0.0018888,-0.00036791,2
-0.0019862,-0.00034153,2
-0.002158,-0.00031769,2
-0.00090755,-0.0010121,2
-0.0022723,-0.0012648,2
-0.0022259,-0.002012,2
-0.0020982,0.0013936,2
-0.0020302,0.0001207,2
-0.0025645,-0.00098205,2
-0.0021761,0.00077355,2
-0.00097801,-0.0014503,2
-0.0019448,0.00019436,2
-0.0020945,-0.00069818,2
-0.0011529,-0.00025322,2
-0.0008797,-0.0008083,2
-0.0021408,-0.00019281,2
-0.0020401,-0.00087443,2
-0.0019358,-0.0004357,2
-0.002045,1.95E-05,2
-0.00094671,0.00056945,2
-0.0012965,0.00023445,2
-0.0011691,0.00033882,2
-0.0016772,-0.00022214,2
-0.00181,6.10E-05,2
-0.001117,-0.00076564,2
-0.00097286,-0.0019102,2
-0.00059534,3.80E-06,2
-0.00231,0.00069675,2
-0.0018392,-0.001368,2
-0.0020468,-0.00042262,2
-0.001565,-0.00086542,2
-0.00092016,-0.00029883,2
-0.0014893,4.37E-05,2
-0.0017309,-0.00064095,2
-0.0016836,-0.00082318,2
-0.0010873,-2.07E-05,2
-0.0022937,-0.0011165,2
-0.0011895,-0.0015648,2
-0.0014211,0.00032186,2
-0.0015158,0.00025524,2
-0.001136,0.00050078,2
0.00018486,-0.0002009,2
-0.0017298,-0.0016529,2
-0.00073793,-0.001261,2
-0.0021161,0.00080246,2
-0.0010303,-0.00044285,2
-0.0020937,0.00026308,2
-0.0015064,-0.00065873,2
-0.0018041,-0.00040097,2
-0.0020637,-7.97E-05,2
-0.001337,-0.00043331,2
-0.0010744,-0.0003318,2
-0.0019237,-0.00029707,2
-0.0019239,-0.00095056,2
-0.0022273,-0.00062653,2
-0.0028156,-0.00067096,2
-0.0019366,-0.00076252,2
-0.002458,-0.0013589,2
-0.0018016,-0.00090625,2
-0.0017996,0.00022742,2
-0.001211,-0.0014655,2
-0.001084,-0.00034934,2
-0.0016805,-0.00076039,2
-0.0006137,-0.0011528,2
-0.0020041,-0.0010083,2
-0.0024381,-0.0012738,2
-0.00068106,0.00012554,2
-0.0021053,0.00033549,2
-0.0020273,0.0001977,2
-0.0019318,0.00031695,2
-0.0021024,-0.0013958,2
-0.0014364,-0.00082704,2
-0.0020598,-0.0015225,2
-0.00024866,-0.0016758,2
-0.0015667,-0.00093118,2
-0.0012138,-0.00053559,2
-0.0027813,-0.00042506,2
-0.0019299,-0.00022284,2
-0.0018617,-0.00097421,2
-0.0019748,-3.38E-05,2
-0.0021584,0.00068983,2
-0.0021162,0.00090202,2
-0.0010973,-0.00076208,2
-0.0015972,-0.00018016,2
-0.0014959,-0.0012896,2
-0.0021741,-0.00086367,2
-0.0014426,-0.00079652,2
-0.0020536,-0.00083685,2
-0.00096102,0.00071699,2
-0.0012886,-0.00092034,2
-0.0010541,1.81E-05,2
-0.00038175,8.60E-05,2
-0.00088398,0.00023187,2
-0.0010255,0.00028539,2
-0.0012743,-0.00072808,2
-0.0015444,-0.0012583,2
-0.0011361,-0.0013153,2
-0.0010216,-0.00080286,2
-0.0016934,0.00049297,2
-0.0013757,-0.00099208,2
-0.0020947,-0.0010486,2
-0.0017367,0.00035923,2
-0.0019835,0.00046526,2
0.00012937,-0.0013152,2
0.0007514,-0.00068163,2
-0.0015479,-0.00011403,2
-0.0018836,-0.00085361,2
-0.002408,-0.0012874,2
-0.0015636,-0.0002971,2
-0.0015383,-0.00083257,2
-0.00081859,-0.0008855,2
-0.0020347,-0.0010233,2
-0.0023698,-8.63E-05,2
-0.0019064,-0.0014038,2
-0.0010817,-0.00023149,2
-0.00023904,-0.0010911,2
-0.001534,0.00011758,2
-0.0024163,-0.00059374,2
-0.0016843,-0.00022263,2
-0.00121,-0.0010183,2
-0.0021326,0.00018812,2
-0.0015323,0.00081197,2
-0.0020487,0.00043748,2
-0.0021943,-0.00085837,2
-0.001542,-0.001173,2
-0.00083244,-0.00039892,2
-0.002141,-0.00026291,2
-0.0013095,-0.0011883,2
-0.0017383,-0.0015276,2
-0.0020498,-0.0010858,2
-0.0014376,-0.0004909,2
-0.0018989,0.00040873,2
-0.0023145,-0.00031021,2
-0.0020613,-0.00010057,2
-0.0019869,-9.15E-05,2
-0.0024806,0.00013678,2
-0.0028478,-0.0013813,2
-0.002288,-0.0013598,2
-0.0021503,0.00032538,2
-0.002687,-0.0007145,2
-0.0014025,0.0002325,2
-0.00061477,-0.00040272,2
-0.00034081,-0.00083449,2
-0.00088954,-0.00058762,2
-0.0017469,0.00085174,2
-0.0021276,-0.00069567,2
-0.0021041,-8.74E-05,2
-0.0027109,-0.00085355,2
-0.0016177,-0.001457,2
-0.001555,0.00012917,2
-0.0019171,-0.00048015,2
-0.0020774,-0.0009321,2
-0.0013579,0.000313,2
-0.0014059,-0.0004885,2
-0.001697,-0.0014783,2
-0.0013181,-0.0010513,2
-0.0007826,-0.0002844,2
-0.00048862,-0.00059678,2
-0.0010013,-0.0012559,2
-0.0017726,-0.001955,2
-0.0013794,-0.0013781,2
-0.0016268,-0.0004622,2
-0.0024693,-0.0021584,2
-0.001105,-0.00034679,2
-0.0010261,-0.00074391,2
-0.0018856,-0.00011429,2
-0.0013447,-0.00051584,2
-0.0026071,-0.0011205,2
-0.00083084,-0.00039222,2
-0.0015929,5.61E-05,2
-0.0017805,0.00014476,2
-0.0023029,-0.0013062,2
-0.0020264,-0.00085785,2
-0.0020929,-0.00025981,2
-0.0016265,0.00092472,2
-0.0017225,-0.00025238,2
-0.0023678,0.00019339,2
-0.0015897,-0.001286,2
-0.0011806,-0.0010935,2
-0.0006638,-0.00085104,2
-0.0010733,-0.001061,2
-0.0011668,-0.0013753,2
-0.0016911,-0.00084855,2
-0.002042,-5.77E-05,2
-0.0027786,-0.0015774,2
-0.0012404,-7.50E-05,2
-0.00054456,6.27E-05,2
-0.002444,-0.00077572,2
-0.0016883,-0.00060886,2
-0.0012956,-0.00066447,2
-0.0011895,-0.00079036,2
-0.0013359,-0.00066809,2
-0.00091219,-0.0011071,2
-0.0015707,-0.00064285,2
-0.0023421,0.00041128,2
-0.0022056,-0.00024758,2
-0.001977,0.00060548,2
-0.0014764,0.00017705,2
-0.0019897,-0.00047207,2
-0.0026409,-0.0002943,2
-0.0022613,-0.00058793,2
-0.0025866,-0.00050313,2
-0.0023252,-0.00064708,2
-0.0023878,-0.0013337,2
-0.001706,-0.0010764,2
0.00018175,0.0012188,2
-0.0027181,-0.00085168,2
-0.0025471,-0.00034218,2
-0.0017209,0.00074422,2
-0.0020473,-0.00010448,2
-0.0020751,-0.0015355,2
-0.0017434,-0.00061949,2
-0.0016734,-0.00011313,2
-0.002072,0.00013401,2
-0.00088993,-0.0010899,2
-0.0029185,-0.00042425,2
-0.0026327,-0.00086638,2
-0.0029946,-0.0017272,2
-0.0020499,0.00014365,2
-0.001222,-0.00022089,2
-0.0018704,0.00037417,2
-0.0027044,-0.0006892,2
-0.0019904,-0.00037947,2
-0.0024783,-0.001535,2
-0.0024114,-2.91E-05,2
-0.001715,-0.0014022,2
-0.0022683,2.99E-05,2
-0.0016965,-0.0012544,2
-0.0024206,-0.0018995,2
-0.0029398,-0.0010429,2
-0.0021047,-7.77E-05,2
-0.0020104,-0.001319,2
-0.0020259,0.00019081,2
-0.0019681,-0.0012215,2
-0.0012141,-0.0007111,2
-0.0018058,-0.0011996,2
-0.0016617,-0.00070174,2
-0.0022895,-0.00018701,2
-0.0018607,-0.0010571,2
-0.0023756,-0.00062397,2
-0.0021076,-9.00E-05,2
-0.0017098,0.0004436,2
-0.0020416,-1.49E-05,2
0.00028124,-0.00024035,2
-0.002908,-0.0014856,2
-0.0029035,-0.0020174,2
-0.0016741,-0.00087883,2
-0.0017282,-0.00021344,2
-0.0026294,-0.0013887,2
-0.001294,-0.0010494,2
-0.001741,0.00020467,2
-0.0017035,-0.00086439,2
-0.0026563,-0.0010018,2
-0.00082325,0.00083541,2
-0.0017825,-0.00069384,2
-0.0014367,-0.0011126,2
-0.0019787,-0.0022163,2
-0.0017335,-0.0008866,2
-0.0015446,-0.0013611,2
-0.0016424,0.00050707,2
-0.0019032,0.00055099,2
-0.0020223,0.0005821,2
-0.001693,-0.0010431,2
-0.0010926,0.00025224,2
-0.0019599,-0.0012472,2
-0.0012547,0.00085211,2
-0.002371,-0.001559,2
-0.002403,-0.0010775,2
-0.001295,-4.07E-05,2
-0.0017282,-0.0018199,2
-0.0026247,-7.29E-08,2
-0.00039291,2.50E-05,2
-0.0012588,1.11E-06,2
-0.0017524,-0.00096571,2
-0.0017677,-0.00020024,2
-0.0020759,0.00033493,2
-0.0025968,-0.0017121,2
-0.0016501,-3.75E-06,2
-0.0021438,-0.00030875,2
-0.0015588,-0.00051306,2
-0.0015469,-0.00087961,2
-0.0009081,-0.00065736,2
-0.0018733,-0.00053431,2
-0.0017103,-0.0012221,2
-0.0018625,-0.0015503,2
-0.0023381,-0.00068093,2
-0.00229,-0.00096544,2
-0.0022,0.00018273,2
-0.002601,0.00040203,2
-0.0021149,-0.00027344,2
-0.0012797,-0.001133,2
-0.0009639,-0.00096172,2
-0.001737,-0.00061102,2
-0.0011549,-0.00029097,2
-0.0014342,-0.00092999,2
-0.0020678,0.00064354,2
-0.0023075,0.00083707,2
-0.0020936,-0.00065596,2
-0.0021081,-0.00027582,2
-0.002121,-0.00042154,2
-0.0016404,0.00022733,2
-0.0014807,-0.0021047,2
-0.0020771,9.57E-05,2
-0.0020874,-0.00099529,2
-0.00216,-0.0021851,2
-0.0021137,0.00020225,2
-0.0018962,-0.00047714,2
-0.0016943,-0.0013899,2
-0.0022091,-0.0015766,2
-0.0023221,-0.0017452,2
-0.0023016,-0.00097983,2
-0.0017802,-0.0008605,2
-0.0014534,-9.08E-05,2
-0.002867,-0.00083335,2
-0.0018616,-0.00027012,2
-0.0020463,-3.15E-05,2
-0.0017233,-0.00021503,2
-0.0019888,-0.00060241,2
-0.0024776,-0.0013558,2
-0.00064633,-0.00018416,2
-0.0014795,-0.0011419,2
-0.00085307,-0.00012479,2
-0.0010859,-0.00093976,2
-0.0028496,-0.0010559,2
-0.002299,0.00028946,2
-0.0015555,-0.00064114,2
-0.0015563,-0.00060598,2
-0.0012295,-0.0012999,2
-0.002461,-0.00063322,2
-0.0014246,-0.00014481,2
-0.00099583,-0.00068355,2
-0.0021115,-0.0017301,2
-0.00257,-0.0013282,2
-0.00050729,-0.00091416,2
-0.00050607,-0.00097495,2
-0.0010738,-0.0018334,2
-0.0011438,-0.0010178,2
-0.001699,-0.00087698,2
-0.0013699,0.00032421,2
-0.0026249,-0.0019049,2
-0.002303,-0.0013092,2
-0.0022098,-0.00044698,2
-0.00284,-0.00064107,2
-0.0018348,-0.00058433,2
-0.0023033,-0.00093663,2
-0.0023527,-0.0011887,2
-0.00093649,-0.00027633,2
-0.0020336,-5.54E-05,2
-0.0027737,-0.0012857,2
-0.0022147,-0.00060848,2
-0.0025667,-0.00096218,2
-0.00129,-0.00012106,2
-0.00083684,-0.0012161,2
-0.0013972,-0.00071233,2
-0.0027021,-0.0013514,2
-0.0019524,0.00052383,2
-0.0015745,-0.00061529,2
-0.0022515,-0.0015009,2
-0.0024327,0.0011204,2
-0.0016644,0.0006674,2
-0.0015942,0.00036386,2
-0.0013878,-0.00029805,2
-0.0010222,-0.00019103,2
-0.0015948,-0.0013679,2
-0.0027899,-0.0015704,2
-0.0019409,0.00058209,2
-0.0018131,-0.00026498,2
-0.0028106,-0.0018808,2
-0.0014283,-0.001116,2
-0.0023906,-0.00053264,2
-0.00076868,-0.0009902,2
-0.00068605,-0.0011669,2
-0.0012784,0.0002778,2
-0.0016358,-0.00025834,2
-0.0026378,-0.0014897,2
-0.0014349,-0.00033292,2
-0.0013091,-0.00094278,2
-0.0019254,-0.0013111,2
-0.00088105,-0.00071703,2
-0.0027747,-0.0017223,2
-0.0015034,-0.00029066,2
-0.0019738,0.0010619,2
-0.00068692,-0.00093887,2
-0.0024685,-0.0018566,2
-0.0012492,-0.0010314,2
-0.0017466,-0.00031446,2
-0.0018381,0.0011671,2
-0.0016458,0.00050618,2
-0.0016543,-0.0011186,2
-0.0021736,-0.00095919,2
-0.0014496,-0.00022651,2
-0.0021719,-9.75E-06,2
-0.0012892,-0.00064858,2
-0.0027798,-0.0016581,2
-0.0022824,-0.0021268,2
-0.0017974,0.00082978,2
-0.0017407,0.00024112,2
-0.0017658,-0.0017231,2
-0.00068779,-0.00042014,2
-0.0017219,-6.99E-05,2
-0.00095093,-0.00030862,2
-0.0022307,-3.19E-05,2
-0.0014408,-0.00044455,2
-0.0024913,-0.00051959,2
